Program Number,Program Title,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Types of Assistance,Date Published,Funded,POC Information
93.71,ARRA - Community Services Block Grant,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.568, 93.600, 93.048, 93.570, 93.045",12-Aug-16,A - Formula Grants,30-Aug-15,False,"Seth Hassett
901 D Street, S.W., 5th Floor - Room 5A165, Washington DC 20447
202-401-2333
"
93.709,ARRA - Early Head Start,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.6,12-Aug-16,B - Project Grants,7-Sep-14,False,"Collen Rathgeb,
1250 Maryland Avenue, S.W., Washington DC 20024
(202) 205-7378.
"
93.708,ARRA - Head Start,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.6,12-Aug-16,B - Project Grants,30-Aug-15,False,"Colleen Rathgeb,
1250 Maryland Avenue, S.W., Washington DC 20024
(202) 205-7378.
"
93.706,Aging Nutrition Services for Native Americans,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),93.047,12-Aug-16,B - Project Grants,5-Aug-15,False,"Cynthia LaCounte
One Massachusetts Ave, NW  , Washington DC 20201
202-357-0148
"
93.616,Mentoring Children of Prisoners,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.556,12-Aug-16,B - Project Grants,27-Aug-15,False,"Curtis Porter
1250 Maryland Ave, SW , Washington DC 20447
202.205.8306
"
93.593,Job Opportunities for Low-Income Individuals,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.645, 93.647, 93.601, 93.570",12-Aug-16,B - Project Grants,12-Sep-14,False,"Lynda Perez
370 L'Enfant Promenade SW, 5th Floor West, Washington DC 20447
(202) 401-9365
"
93.502,Affordable Care Act (ACA) Infrastructure to Expand Access to Care,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,12-Aug-16,B - Project Grants,2-Sep-15,False,"David Colwander,
5600 Fishers Lane, Room 08W50, Rockville MD 20857
(301) 443-5656.
"
93.409,Faculty Loan Repayment Programs,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.908, 93.547, 93.162",12-Aug-16,C - Direct Payments for Specified Use,2-Sep-15,False,"Bureau of Health Workforce (BHW), Health Resources and Services Administration, Nurse Corps Loan Repayment Program
5600 Fishers Lane, Room 9C-14, Rockville MD 20857
301-594-4130
"
93.406,NURSE Corps Loan Repayment Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.165, 93.164, 93.364, 93.162",12-Aug-16,C - Direct Payments for Specified Use,2-Sep-15,False,"Bureau of Health Workforce (BHW), Health Resources and Services Administration, Nurse Corps Loan Repayment Program
5600 Fishers Lane, Room 7-100, Rockville MD 20857
(301) 594-4130. 
"
93.403,ARRA Grants for Training in Primary Care Medicine and Dentistry Training and Enhancement,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.059, 93.884",12-Aug-16,B - Project Grants,2-Sep-15,False,"Maria Porteka,
5600 Fishers Lane, Room 12C-06, , Rockville MD 20857
301-443-6190 
"
93.401,ARRA - National Health Service Corps Loan Repayment,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.342, 93.165, 93.288, 93.364, 93.908, 93.547, 93.162",12-Aug-16,C - Direct Payments for Specified Use,2-Sep-15,False,"Bureau of Health Workforce, Health Resources and Services Administration, Department of Health and Human Services
Room 8C-26, Rockville MD 20857
(301) 594-4400
"
93.4,National Health Service Corps Scholarship Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.303, 93.165, 93.972, 93.288, 93.547, 93.162",12-Aug-16,C - Direct Payments for Specified Use,2-Sep-15,False,"Bureau of Health Workforce (BHW), Health Resources and Services Administration, Department of Health and Human Services
5600 Fishers Lane Room 8C-26, Rockville, MD 20857
(301) 594-4400.
"
93.32,"Affordable Care Act (ACA) Research and Evaluation of the Maternal, Infant and Early Childhood Home Visiting Program","HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.505, 93.508",12-Aug-16,B - Project Grants,6-Nov-14,False,"Lauren Supplee
Office of Planning, Research and Evaluation, Administration for Children and Families, Department of Health and Human Services, 370 LEnfant Promenade, S.W. , Washington DC 20447
202-401-5434
"
93.293,Supporting Permanent Placements of Foster Care Children Through Electronic Records Exchange,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,12-Aug-16,B - Project Grants,29-Aug-15,False,"June Dorn
1250 Maryland Avenue, SW, Suite 8000, Washington DC 20024
202-205-9540
"
93.091,Social Services and Income Maintenance Benefits Enrollment Coordination Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,12-Aug-16,B - Project Grants (Discretionary),6-Sep-14,False,"Marsha Werner, 
Office of Community Services (OCS), Administration for Children and Families, Department of Health and Human Services, 370 L'Enfant Promenade, 5th Floor West, Washington DC 20447
(202) 401-5281 
"
93.076,TANF Program Integrity Innovation Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,12-Aug-16,B - Cooperative Agreements (Discretionary Grants),22-Aug-15,False,"Deborah List
Office of Family Assistance, Administration for Children and Families, Department of Health and Human Services, 370 LEnfant Promenade, S.W. , Washington DC 20447
202-401-5488
"
93.075,Systems Interoperability_Health and Human Services,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,12-Aug-16,B - Project Grants,6-Sep-14,False,"Gregory A. Jordan
Office of Child Support Enforcement, Administration for Children and Families, Department of Health and Human Services, 370 LEnfant Promenade, S.W. , 4th floor East, Washington DC 20447
202-401-4975
"
93.009,Compassion Capital Fund,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.711,12-Aug-16,B - Project Grants,29-Aug-15,False,"Rafael J. Elizalde
Division of Community Discretionary Programs, Office of Community Services, Administration for Children and Families, Department of Health and Human Services, 370 L'Enfant Promenade, S.W, Washington DC 20447
(202) 401-5115
"
93.006,State and Territorial and Technical Assistance Capacity Development Minority HIV/AIDS Demonstration Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",OFFICE OF ASSISTANT SECRETARY FOR HEALTH,,12-Aug-16,B - Project Grants,9-Sep-15,False,"Eric C. West,
Tower Building Suite 550, 1101 Wootton Parkway , Rockville MD 20852
(240) 453-8822.
"
17.275,Program of Competitive Grants for Worker Training and Placement in High Growth and Emerging Industry Sectors,"LABOR, DEPARTMENT OF",EMPLOYMENT AND TRAINING ADMINISTRATION,,12-Aug-16,B - Project Grants,27-Aug-15,False,"Robin Fernkas
200 Constitution Avenue, N.W. , Washington DC 20210
202-693-3177
"
17.26,WIA Dislocated  Workers,"LABOR, DEPARTMENT OF",EMPLOYMENT AND TRAINING ADMINISTRATION,"17.277, 17.258, 17.245, 17.278, 17.259, 17.207",12-Aug-16,A - Formula Grants,20-Aug-15,False,"Grace Kilbane,
200 Constitution Avenue, NW, Room S-4209, Washington DC 20210
(202) 693-3980
"
15.816,Minerals Resources External Research,"INTERIOR, DEPARTMENT OF THE",U.S. Geological Survey,,12-Aug-16,B - Cooperative Agreements (Discretionary Grants),6-Jul-16,False,"Jeff Doebrich,
Mineral Resources Program, Geological Survey, 913 National Center, Reston VA 20192
(703) 648-6103
"
15.632,Conservation Grants Private Stewardship for Imperiled Species,"INTERIOR, DEPARTMENT OF THE",U.S. FISH AND WILDLIFE SERVICE,"15.615, 15.633, 15.611, 15.605",12-Aug-16,B - Project Grants,14-Jul-15,False,"Chief
Chief, Branch of Habitat Restoration, U.S. Fish and Wildlife Service, Department of the Interior, 5275 Leesburg Pike, MS: BHR, , Falls Church VA 22041-3803
(703)358-2201
"
14.318,Assisted Housing Stability and Energy and Green Retrofit Investments Program (Recovery Act Funded),"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,12-Aug-16,B - Project Grants,29-Sep-10,False,"Theodore Toon,
Department of Housing and Urban Development, Office of Affordable Housing Preservation, 451 7th St, SW, Suite 6230, Washington DC 20410
(202) 708-0001.
"
14.317,Section 8 Housing Assistance Payments Program Special Allocations (Recovery Act Funded),"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"14.139, 14.134, 14.157, 14.181, 14.135, 14.126, 14.138, 14.155, 14.157",12-Aug-16,C - Direct Payments for Specified Use,29-Sep-10,False,"Stephen A. Martin, Multifamily Housing Programs,
451 7th Street SW, Washington DC 20410
(202) 708-2495 ext:2492.
"
14.168,Land Sales-Certain Subdivided Land (Interstate Land Sales Registration) and Real Estate Settlement Procedures Act,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,12-Aug-16,Z - Salaries and Expenses,16-Aug-10,False,"Dennis Weipert,
451  7th Street, SW  (Room 9154), Washington DC 20410
(202) 402-3006.
"
14.127,Mortgage Insurance_Manufactured Home Parks,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"64.119, 14.110",12-Aug-16,F - Guaranteed/Insured Loans,26-Jul-12,False,"Carmelita James
451 Seventh Street SW, washington DC 20410
(202) 402-2579
"
10.315,Trade Adjustment Assistance for Farmers Training Coordination Program (TAAF),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,10.5,12-Aug-16,B - Cooperative Agreements,25-Aug-15,False,"USDA, NIFA, National Program Leader, 
Institute of Youth, Family, and Community, Division of Family and Consumer Sciences, 1400 Independence Avenue, SW., STOP 2250, Washington DC 20250-2250
(202) 720-4795
"
10.317,Food Aid Nutrition Enhancement Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,4-Aug-16,B - Project Grants (Discretionary),11-Sep-15,False,"USDA, NIFA, National Program Leader, Competitive Programs, 
1400 Independence Avenue, SW, STOP 2251, Washington  DC 20024
(202) 720-1973.
"
10.324,Afghanistan Agricultural Extension Project (AAEP),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,4-Aug-16,B - Cooperative Agreements,18-Sep-15,False,"USDA, NIFA, National Program Leader, 
Center for International Programs, 1400 Independence Avenue, SW., STOP 2203, Washington  DC 20250-2203
(202) 720-3801 
"
10.325,Peoples Garden Grant Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,4-Aug-16,B - Cooperative Agreements,26-Aug-15,False,"USDA, NIFA, National Program Leader, 
Institute of Food Production and Sustainablity, Division of Plant Systems-Production, 1400 Independence Avenue, SW., STOP 2240, Washington  DC 20250-2240
(202) 401  4202
"
10.685,Community Wood Energy Program,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,4-Aug-16,B - Project Grants (Discretionary),29-Aug-15,False,"Julie Tucker
1400 Independence Ave SW, Washington DC 20250
202-253-6483
"
17.802,Veterans' Employment Program,"LABOR, DEPARTMENT OF",Veteran's Employment and Training Service,17.207,4-Aug-16,B - Project Grants (Discretionary),14-Aug-15,False,"Emmanuel M. Ekwo
200 Constitution Avenue, NW, Washington DC 20210
202-693-4733
"
93.736,Prevention Public Health Fund: Viral Hepatitis Prevention,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,26-Jul-16,B - Cooperative Agreements,7-Jun-15,False,"Elizabeth Wolfe
1600 Clifton Road, NE, Mailstop E-07, Atlanta GA 30333
(404) 639-8531
"
93.056,Initiative to Educate State and Territorial Officials about Maintaining and Strengthening Public Health in a Changing Environment,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,26-Jul-16,B - Cooperative Agreements,7-Jun-15,False,"Andrea W. Wooddall
4770 Buford Hwy, MS E70
, Atlanta GA 30341
4044986792
"
93.055,PPHF - Applied Leadership for Community Health Improvement,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,26-Jul-16,B - Cooperative Agreements,28-May-15,False,"Duiona Baker
1825 Century Boulevard, Atlanta GA 30345
1 (404) 498-2762
"
14.324,FHA Power Saver Home Energy Improvement Pilot Program,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,26-Jul-16,E - Direct Loans,16-Aug-15,False,"Patricia A. McBarron
451 7th Street, SW
, washington DC 20410
202-402-5389
"
14.321,FHA Technical Assistance Training  Transformation Initiative,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,26-Jul-16,M - Training,16-Aug-15,False,"Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
14.172,Mortgage Insurance_Growing Equity Mortgages,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"14.133, 14.163, 14.108, 14.159",26-Jul-16,F - Guaranteed/Insured Loans,3-Aug-14,False,"Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342.
"
14.163,Mortgage Insurance_Single Family Cooperative Housing,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,14.117,26-Jul-16,"H - Sale, Exchange, or Donation of Property and Goods",16-Aug-15,False,"Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
14.159,Section 245 Graduated Payment Mortgage Program,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"14.117, 14.122, 14.172",26-Jul-16,"H - Sale, Exchange, or Donation of Property and Goods",7-Aug-15,False,"Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
66.952,National Network for Environmental Management Studies Fellowship Program,ENVIRONMENTAL PROTECTION AGENCY,,66.509,15-Jul-16,B - Project Grants,8-Aug-14,False,"Ginger Potter,
Office of Environmental Education MC1703A), Environmental Protection Agency, 1200 Pennsylvania Avenue, NW, Washington DC 20460
(202) 564-0453.
"
66.043,"Regional Healthy Indoor Air Projects for Community Outreach and Education, Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",ENVIRONMENTAL PROTECTION AGENCY,,66.034,15-Jul-16,B - Project Grants,9-Aug-14,False,"Annette Johnson
Office of Radiation and Indoor Air, 1200 Pennsylvania Avenue, N.W., Mail Code 6609J, Washington DC 20460
(202)-343-9489
"
20.11,Space Transportation Infrastructure Matching Grants,"TRANSPORTATION, DEPARTMENT OF",,,15-Jul-16,B - Project Grants,27-Jul-15,False,"Douglas Graham
800 Independence Ave SW, Room 325, Washington DC 20591
(202) 267-8568
"
93.725,ARRA - Communities Putting Prevention to Work: Chronic Disease Self-Management Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),"93.048, 93.724",15-Jul-16,B - Cooperative Agreements,8-Aug-15,False,"Josh Hodges
Administration for Community Living
Department of Health and Human Services
One Massachusetts Ave, NW, Washington DC 20001
202-357-3463
"
93.617,Voting Access for Individuals with Disabilities_Grants to States,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),93.618,15-Jul-16,A - Formula Grants,5-Aug-15,False,"Melvenia Wright
Administration on Intellectual and Developmental Disabilities, Administration for Community Living, Department of Health and Human Services, One Massachusetts Avenue, N.W., Washington, DC 20201, Washington DC 20201
(202)  357-3486
"
93.518,Affordable Care Act - Medicare Improvements for Patients and Providers,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),,15-Jul-16,Z - Salaries and Expenses,9-Aug-15,False,"Katherine Glendening
One Massachsusetts Ave., Washington DC 20001
(202) 357-3589
"
93.517,Affordable Care Act  Aging and Disability Resource Center,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),,15-Jul-16,B - Cooperative Agreements (Discretionary Grants),8-Aug-15,False,"Joseph Lugo
Administration for Community Living
One Massachusetts Ave., NW, Washington DC 20001
(202) 357-3417
"
66.463,Water Quality Cooperative Agreements,ENVIRONMENTAL PROTECTION AGENCY,,"66.419, 66.454",18-Sep-15,B - Project Grants,9-Aug-14,False,"Dan Malloy
Dan Malloy, Office of Wastewater Management (4201M), U.S. EPA, 1200 Pennsylvania Avenue NW., Washington DC, 20460. Telephone: (202) 564-1724; FAX: (202) 501-2399; E-mail: malloy.daniel@epa.gov.


, Washington DC 20460
(202) 564-1724
"
84.265,Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.264, 84.160, 84.129, 84.275, 84.235, 84.126, 84.246",18-Sep-15,B - Project Grants,22-Aug-14,False,"Tom Finch,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., SW, Washington DC 20202
(202) 245-7343.
"
84.343,Assistive Technology_State Grants for Protection and Advocacy,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,84.24,18-Sep-15,A - Formula Grants,11-Sep-14,False,"Jessica Smith,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., S.W., Washington DC 20202
(202) 245-6493.
"
84.224,Assistive Technology,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,84.126,18-Sep-15,A - Formula Grants,11-Sep-14,False,"Robert Groenendaal,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., S.W., Washington DC 20202
(202) 245-7393.
"
84.169,Independent Living_State Grants,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.132, 84.177",18-Sep-15,A - Formula Grants,22-Aug-14,False,"Veronica Hogan,
Office of Special Education and Rehabilitation Services Administration, Department of Education, Rehabiltation Services Administration, 400 Maryland Avenue, S.W., Washington DC 20202
(202) 245-7378.
"
84.133,National Institute on Disability and Rehabilitation Research,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.224, 84.129, 64.007",18-Sep-15,B - Project Grants,11-Sep-14,False,"Marlene Spencer
Department of Education, OSERS National Institute on Disability and Rehabilitation Research, 400 Maryland Ave., S.W., Washington DC 20202
(202) 245-7532
"
84.416,Race to the Top - District Grants,"EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF",84.413,18-Sep-15,B - Project Grants,31-Aug-14,False,"Meredith Farace
Implementation and Support Unit
Office of the Deputy Secretary
400 Maryland Ave, SW, Washington DC 20202
2024018368
"
84.132,Centers for Independent Living,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.169, 84.177",18-Sep-15,B - Project Grants,22-Aug-14,False,"Veronica Hogan,
Rehabilitation Services Administration, 400 Maryland Avenue, S.W., Washington DC 20202
(202) 245-7378.
"
84.128,Rehabilitation Services_Service Projects,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,84.126,18-Sep-15,B - Project Grants,11-Sep-14,False,"Sonja Turner,
Department of Education, OSERS Rehabilitation Services Administration 400 Maryland Ave., S.W, Washington DC 20202
(202) 245-7557. 
"
97.068,Competitive Training Grant,"HOMELAND SECURITY, DEPARTMENT OF",,"97.005, 97.007, 97.067, 97.005, 97.007",18-Sep-15,B - Cooperative Agreements,12-Sep-14,False,"FEMA Grant Programs Directorate
500 C Street SW, Washington DC 20472
1-800-368-6498
"
97.073,State Homeland Security Program (SHSP),"HOMELAND SECURITY, DEPARTMENT OF",,"97.042, 97.008, 97.053",18-Sep-15,A - Formula Grants,29-Aug-14,False,"Department of Homeland Security, Grant Programs Directorate
DHS/FEMA
5071 D Techworld Building
500 C Street SW
, Washington DC 20472
(1-800) 368-6498
"
97.087,Alternative Housing Pilot Program,"HOMELAND SECURITY, DEPARTMENT OF",,"97.048, 97.049",18-Sep-15,B - Project Grants,30-Aug-14,False,"U.S. Department of Homeland Security/FEMA, Grant Programs Directorate
245 Murray Lane SW

, Washington DC 20258
1-800-368-6498
"
97.097,Training Resource and Data Exchange,"HOMELAND SECURITY, DEPARTMENT OF",,,18-Sep-15,B - Project Grants,29-Aug-14,False,"Diane Close, Project Officer 
16825 South Seton Avenue
, Emmitsburg MD 21727
(301) 447-1376 
"
97.109,Disaster Housing Assistance Grant,"HOMELAND SECURITY, DEPARTMENT OF",,,18-Sep-15,B - Project Grants,24-Sep-14,False,"Terri Burleson
245 Murray Lane, Building 410, Washington DC 20472
(202) 212-1000
"
97.053,Citizens-Community Resilience Innovation Challenge,"HOMELAND SECURITY, DEPARTMENT OF",,"97.042, 97.008",18-Sep-15,B - Project Grants,30-Aug-14,False,"Department of Homeland Security/FEMA
500 C  St SW, Techworld Control Desk 
4th Floor, Room 427, Washington DC 20472
(202) 646-3640
"
93.523,The Affordable Care Act: Human Immunodeficiency Virus (HIV) Prevention and Public Health Fund Activities,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,18-Sep-15,B - Cooperative Agreements,27-Aug-14,False,"Elizabeth Wolfe
1600 Clifton Road, NE, Mailstop E-07, Atlanta GA 30333
(404) 639-8531
"
93.73,ARRA Prevention Research Centers Comparative Effectiveness Research Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,18-Sep-15,B - Cooperative Agreements,27-Aug-15,False,"John Avery Francis
4770 Buford Highway, Atlanta GA 30341
7704886384
"
93.204,Surveillance of Hazardous Substance Emergency Events,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,,18-Sep-15,B - Cooperative Agreements,27-Aug-15,False,"Caroline Gardner,
4770 Buford Hwy, NE, MS F61 , Atlanta GA 30341-3717
(770) 488-0572.
"
93.975,National All Schedules Prescription Electronic Reporting Grant,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,,4-Sep-15,A - Formula Grants,24-Aug-14,False,"Virginia Simmons
1 Choke Cherry Road, 7-1091, Rockville MD 20857
240-276-1422
"
93.74,Prevention Public Health Fund: Viral Hepatitis Education,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,4-Sep-15,B - Cooperative Agreements,7-Jun-15,False,"Elizabeth Wolfe
Centers for Disease Control and Prevention
1600 Clifton Road, MS E-07
, Atlanta GA 30333
404-639-8531
"
97.093,Fire Service Hazardous Materials Preparedness and Response,"HOMELAND SECURITY, DEPARTMENT OF",,,4-Sep-15,B - Project Grants,29-Aug-14,False,"Wayne Yoder, Project Officer 
16825 South Seton Avenue
, Emmitsburg MD 21727
(301) 447-1090 
"
93.003,Public Health and Social Services Emergency Fund,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,,4-Sep-15,B - Project Grants (Discretionary),30-Aug-14,False,"Roger George
1 Choke Cherry Road, Rockville MD 20850
2402761418
"
93.01,Community-Based Abstinence Education (CBAE),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.235,4-Sep-15,B - Project Grants (Discretionary),2-Nov-14,False,"Debbie Powell,
2150 Maryland Ave., SW, Washington DC 20447
(202) 205-2360.
"
93.819,National Laboratory Biosafety for Ebola and Other Highly Infectious Diseases,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,4-Sep-15,B - Cooperative Agreements,19-Mar-15,False,"David Delozier
2400 Century Center Blvd, Atlanta GA 30345
4044981148
"
93.335,Reducing the Effects Attributed to Commercial Tobacco use by Tribes (REACTT),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,4-Sep-15,B - Cooperative Agreements,17-Aug-14,False,"Jacqueline Avery
4770 Buford Hwy, NE MS-F79, Atlanta GA 30341
7704885241
"
93.256,State Health Access Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,4-Sep-15,B - Project Grants,21-Aug-14,False,"Michelle Herzog
5600 Fishers Lane, Room 08W12,, Rockville MD 20857
(301) 443-0650
"
93.44,National Project Management of the Healthcare Communities Knowledge Gateway,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.134, 93.107",4-Sep-15,B - Cooperative Agreements (Discretionary Grants),21-Aug-14,False,"Office of Pharmacy Affairs
5600 Fishers Lane, Room 08W12, Rockville MD 20857
(301) 594-4353
"
93.503,Affordable Care Act (ACA) Nursing Assistant and Home Health Aide Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,4-Sep-15,B - Project Grants,2-Sep-15,False,"Kirk Koyama Division of Nursing and Public Health, Bureau of Health Workforce (BHW)
Health Resources and Services Administration, Department of Health and Human Services, 5600 Fishers Lane, Room 9-89, Rockville MD 20857
(301) 443-4926
"
93.509,Affordable Care Act (ACA) State Health Care Workforce Development Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,4-Sep-15,B - Project Grants,21-Aug-14,False,"Virginia Sutton, Division of Policy and Shortage Designation, Academic Training Policy Branch, Health Resources and Services Administration,
5600 Fishers Lane, Room 11W21C, Rockville MD 20857
(301) 443-0078.
"
93.512,Affordable Care Act (ACA) Personal and Home Care Aide State Training Program (PHCAST),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,4-Sep-15,B - Project Grants,8-May-15,False,"Kirk Koyama, Division of Nursing and Public Health, Bureau of Health Workforce
5600 Fishers Lane, Room 9-89, Rockville MD 20857
(301) 443-4926 
"
93.515,Affordable Care Act (ACA) Nurse-Managed Health Clinics,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,4-Sep-15,B - Project Grants,30-Oct-14,False,"Josepha Burnley, Division of Nursing and Public Health, Bureau of Health Workforce
5600 Fishers Lane, Room 9-61, Rockville MD 20857
(301) 443-5688
"
